Primary planet name;Star name;Description
Kepler-6 b;Kepler-6;N/A
Kepler-5 b;Kepler-5;N/A
Kepler-4 b;Kepler-4;N/A
KELT-7 b;KELT-7;KELT-7b is a hot Jupiter hosted by a rapid rotating star. This results in a Rossiter-McLaughlin effect with an unusually large amplitude.
KELT-6 b;KELT-6;KELT-6b is a Saturn-mass planet transiting a metal-poor host star. The planet candidate was originally discovered by the KELT-North survey. Follow up observations confirmed the planetary nature of the candidate using a combination of photometry, high-resolution imaging, high resolution spectroscopy and radial velocity measurements.
KELT-3 b;KELT-3;KELT-3 b is a moderately inflated transiting hot Jupiter. It is orbiting a late F-type start which is among the 20 brightest known transiting planet host stars. It was discovered by the Kilodegree Extremely Little Telescope-North (KELT-North) survey.
KELT-2A b;KELT-2A;This planet is a typical Hot Jupiter. It is the first planet discovered by the Kilodegree Extremely Little Telescope-North (KELT-North) survey. KELT-2A is the third brightest star with a transiting planet identified by ground-based transit surveys, and the ninth brightest star overall with a transiting planet. The planet might have been put on its orbit by the binary companion KELT-2B via the so-called eccentric Kozai mechanism.
Kapteyn c;Kapteyn;Kapteyn's star is named in honor of its discoverer, the Dutch astronomer Jacobus Kapteyn. The planetary system is roughly 11 billion years old and contains at least one other planet, Kapteyn b, which is close to a 5:2 period commensurability.
Kapteyn b;Kapteyn;Kapteyn's star is named in honor of its discoverer, the Dutch astronomer Jacobus Kapteyn. It is visible through binoculars or a small telescope. The planet Kapteyn b is one of the oldest known potentially habitable planets. It's roughly 11 billion years old. The system contains at least one other planet, Kapteyn c, which is close to a 5:2 period commensurability.
kappa CrB b;kappa CrB;N/A
Kappa And b;Kappa Andromedae;Kappa Andromedae b is an extrasolar planet or possibly low-mass brown dwarf. Astronomers have directly imaged it using the Subaru telescope on Hawaii.
Jupiter;Sun;Jupiter is two and a half times the mass of all the other planets in the Solar System.
iota Draconis b;iota Draconis;The planet iota Droconis b has a very eccentric orbit. Kanet et al (2010) report a transit probability that is higher than that of a typical Hot Jupiter in a 5 day orbit. However, the weakness of the transit signal requires space-based observations to achieve an unambiguous transit detection.
HW Vir (AB) b;N/A;HW Virginis is an eclipsing binary (Algol type). The circumbinary planet HW Vir (AB) has been detected by timing variation. An additional object orbits the binary every 16 years. With almost 20 Jupiter masses it is classified as a brown dwarf.
HU Aqr(AB) c;HU Aqr(AB);N/A
HR 8799 e;HR 8799;The star HR 8799 is a young star in the constellation of Pegasus. It hosts a debris disk and at least 3 planets. The objects are near the upper limit for being planets. Objects are classified as brown dwarfs if they are capable of deuterium fusion (above 13 Jupiter masses).
HR 8799 d;HR 8799;The star HR 8799 is a young star in the constellation of Pegasus. It hosts a debris disk and at least 3 planets. The objects are near the upper limit for being planets. Objects are classified as brown dwarfs if they are capable of deuterium fusion (above 13 Jupiter masses).
HR 8799 c;HR 8799;The star HR 8799 is a young star in the constellation of Pegasus. It hosts a debris disk and at least 3 planets. The objects are near the upper limit for being planets. Objects are classified as brown dwarfs if they are capable of deuterium fusion (above 13 Jupiter masses).
HR 8799 b;HR 8799;The star HR 8799 is a young star in the constellation of Pegasus. It hosts a debris disk and at least 3 planets. The objects are near the upper limit for being planets. Objects are classified as brown dwarfs if they are capable of deuterium fusion (above 13 Jupiter masses).
HR 810 b;HR 810;N/A
HN Peg b;HN Peg;N/A
HIP 116454 b;HIP 116454;HIP 116454 b is the first planet discovered by the Kepler spacecraft during its extended K2 mission. The planet is about two and a half times the size of Earth and only 55.2 parsec away. This makes it a top target for follow-up observations.
HIP 97233 b;HIP 97233;The minimum mass of this object is above the deuterium-burning threshold but below the midpoint of the brown dwarf desert. The parent star is near the base of the red giant branch.
HIP 91258 b;HIP 91258;HIP 91258 is a Hot Jupiter with an orbital period of only 5 days. There is another planet in the system. However, currently only a quadratic trend is seen in the data which is insufficient to determine the second planet's properties. The planet was discovered with the SOPHIE spectrograph in France.
HIP 79431 b;HIP 79431;N/A
HIP 78530 b;HIP 78530;N/A
HIP 70849 b;HIP 70849;N/A
HIP 67851 c;HIP 67851;HIP 67851 c orbits a red giant star. Currently the parameters are sufficiently uncertain that it is not clear whether or not it will be engulfed during the further expansion of its parent star.
HIP 67851 b;HIP 67851;HIP 67851 b is one of the rare examples of a close-in planet orbiting a red giant star.
HIP 63242 b;HIP 63242;The planet HIP 63242 b is the innermost planet detected around any intermediate-mass giant star. The lack of other close-in planets suggests that these planets might be destroyed by the large envelope of the host star during the red giant phase.
HIP 57274 d;HIP 57274;The star HIP 57274 is a K dwarf. It hosts one Super-Earth and two sub-Jupiter mass gas giants. The observations were made with the Keck Observatory on Hawaii.
HIP 57274 c;HIP 57274;The star HIP 57274 is a K dwarf. It hosts one Super-Earth and two sub-Jupiter mass gas giants. The observations were made with the Keck Observatory on Hawaii.
